1,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,99.09,88.24,3.87
1,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,98.35,94.71,3.87
1,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,98.29,93.97,3.87
2,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,181.44,119.11,3.87
2,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,180.91,127.81,3.87
2,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,180.42,132.28,3.87
3,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,250.32,152.75,3.87
3,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,251.91,157.24,3.87
3,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,249.76,159.34,3.87
4,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,322.72,185.89,3.87
4,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,323.16,188.56,3.87
4,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,326.04,195.5,3.87
5,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,312.36,202.63,3.87
5,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,322.44,215.26,3.87
5,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,342.71,226.42,3.87
6,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,313.82,239.56,3.87
6,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,314.79,243.52,3.87
6,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,321.28,248.98,3.87
7,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,339.19,276.6,3.87
7,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,344.67,284.16,3.87
7,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,339.62,280.54,3.87
8,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,332.28,305.81,3.87
8,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,328.04,306.31,3.87
8,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,330.67,307.43,3.87
9,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,316.73,332.01,3.87
9,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,315.15,333.27,3.87
9,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,318.55,337.18,3.87
10,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,341.09,385,3.87
10,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,339.93,388.73,3.87
10,a6328ba12dc1, sentiment-analysis.1.rkudx6e81jkajuuriigx8enx6,340.7,390.13,3.87
