1,aa3001be4ca6, image-classification-with-cpu.1.ijoyhmaorj2ylj4nrqacrglaa,183.62,169.13,3.87,,,,115.64,128.71
1,aa3001be4ca6, image-classification-with-cpu.1.ijoyhmaorj2ylj4nrqacrglaa,183.89,212.69,3.87,,,,114.01,153.78
1,aa3001be4ca6, image-classification-with-cpu.1.ijoyhmaorj2ylj4nrqacrglaa,185.98,204.85,3.87,,,,116.08,159.65
2,aa3001be4ca6, image-classification-with-cpu.1.ijoyhmaorj2ylj4nrqacrglaa,279.34,256.38,3.87,,,,208.75,187.87
2,aa3001be4ca6, image-classification-with-cpu.1.ijoyhmaorj2ylj4nrqacrglaa,288.32,296.63,3.87,,,,211.13,203
2,aa3001be4ca6, image-classification-with-cpu.1.ijoyhmaorj2ylj4nrqacrglaa,294.19,285.94,3.87,,,,200.43,203.31
3,aa3001be4ca6, image-classification-with-cpu.1.ijoyhmaorj2ylj4nrqacrglaa,334.05,323.45,3.87,,,,261.87,214.42
3,aa3001be4ca6, image-classification-with-cpu.1.ijoyhmaorj2ylj4nrqacrglaa,323.9,363.99,3.87,,,,287.95,261.33
3,aa3001be4ca6, image-classification-with-cpu.1.ijoyhmaorj2ylj4nrqacrglaa,325.97,357.37,3.87,,,,288.83,276.66
4,aa3001be4ca6, image-classification-with-cpu.1.ijoyhmaorj2ylj4nrqacrglaa,355.37,402.34,3.87,,,,354.95,301.71
4,aa3001be4ca6, image-classification-with-cpu.1.ijoyhmaorj2ylj4nrqacrglaa,356.89,442.24,3.87,,,,353.02,324.7
4,aa3001be4ca6, image-classification-with-cpu.1.ijoyhmaorj2ylj4nrqacrglaa,357.82,431.88,3.87,,,,353.03,334
5,aa3001be4ca6, image-classification-with-cpu.1.ijoyhmaorj2ylj4nrqacrglaa,360.38,432.19,3.87,,,,362.07,341.41
5,aa3001be4ca6, image-classification-with-cpu.1.ijoyhmaorj2ylj4nrqacrglaa,361.25,482.38,3.87,,,,361.18,367.86
5,aa3001be4ca6, image-classification-with-cpu.1.ijoyhmaorj2ylj4nrqacrglaa,368.72,483.78,3.87,,,,363.09,360.72
6,aa3001be4ca6, image-classification-with-cpu.1.ijoyhmaorj2ylj4nrqacrglaa,343.63,504.95,3.87,,,,354.4,372.08
6,aa3001be4ca6, image-classification-with-cpu.1.ijoyhmaorj2ylj4nrqacrglaa,352.92,553.26,3.87,,,,353.05,408.6
6,aa3001be4ca6, image-classification-with-cpu.1.ijoyhmaorj2ylj4nrqacrglaa,355.45,519.24,3.87,,,,354.14,374.79
7,aa3001be4ca6, image-classification-with-cpu.1.ijoyhmaorj2ylj4nrqacrglaa,341.22,554.27,3.87,,,,362.78,426.51
7,aa3001be4ca6, image-classification-with-cpu.1.ijoyhmaorj2ylj4nrqacrglaa,360.5,577.76,3.87,,,,363.39,435.63
7,aa3001be4ca6, image-classification-with-cpu.1.ijoyhmaorj2ylj4nrqacrglaa,360.78,589.79,3.87,,,,361.95,472.31
8,aa3001be4ca6, image-classification-with-cpu.1.ijoyhmaorj2ylj4nrqacrglaa,355.79,631.73,3.87,,,,354.28,500.13
8,aa3001be4ca6, image-classification-with-cpu.1.ijoyhmaorj2ylj4nrqacrglaa,356.76,639.42,3.87,,,,354.58,502.08
