10,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,18.67,53.22,3.87
10,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,20.51,55.65,3.87
10,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,21.02,52.67,3.87
1,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,17.90,14.08,3.87
1,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,14.86,19.46,3.87
1,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,16.03,23.89,3.87
2,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,16.31,21.30,3.87
2,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,16.70,24.16,3.87
2,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,16.67,28.54,3.87
3,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,16.08,29.18,3.87
3,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,17.97,31.34,3.87
3,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,21.27,34.01,3.87
4,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,15.71,32.84,3.87
4,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,16.79,30.16,3.87
4,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,17.54,35.11,3.87
5,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,17.23,35.49,3.87
5,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,18.23,37.61,3.87
5,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,19.48,36.38,3.87
6,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,16.32,37.51,3.87
6,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,19.71,32.61,3.87
6,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,19.31,42.52,3.87
7,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,18.43,37.60,3.87
7,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,24.13,35.88,3.87
7,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,21.69,36.62,3.87
8,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,17.76,41.89,3.87
8,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,21.45,42.10,3.87
8,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,18.59,41.23,3.87
9,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,22.15,56.20,3.87
9,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,19.98,51.71,3.87
9,38810a5e9eee, dd-cmd.1.zylwx26gpujue9k0uwtstgqmf,20.92,50.03,3.87
